curr
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
-1,29,30,31,32,33,34,35
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,1,2
-1,43,44,45,46,47,3,4
-1,43,44,45,46,47,3,4
-1,43,44,45,46,47,3,4
-1,5,6,7,46,47,3,4
-1,5,6,7,46,47,3,4
-1,5,6,7,46,47,3,4
-1,5,6,7,46,47,3,4
-1,5,6,7,46,47,3,4
-1,5,6,7,46,47,3,4
-1,5,6,7,46,47,3,4
-1,5,6,7,46,47,3,4
